Name_of_the_Political_Party,Prefix,Bond_Number,Denominations,Date,Month,Year
BHARATIYA JANATA PARTY,OC,11329,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,11377,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,11289,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,11317,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,11337,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,11381,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,11267,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,11367,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,11395,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,11321,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,11247,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,11209,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,11221,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,11257,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,11201,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,11339,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,11235,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,11313,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,11325,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,11203,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,11261,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,11327,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,11335,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,11375,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,11383,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,11393,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,11287,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,11345,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,11299,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,11379,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,11285,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,11215,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,11277,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,11039,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,10991,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,10947,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,10911,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,11003,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,11055,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,11023,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,10933,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,10971,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,11009,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,10921,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,10925,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,10961,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,11067,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,11077,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,11041,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,11049,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,11065,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,11069,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,11081,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,11097,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,11099,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,10901,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,10905,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,10959,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,10963,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,10965,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,10967,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,10975,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,11031,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,11033,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,11035,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,10927,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,11091,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,10931,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,11019,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,11061,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,10941,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,11095,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,10955,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,11027,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,10915,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,10957,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,10985,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,10977,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,10993,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,10997,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,11063,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,11071,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,11073,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,11075,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,11053,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,10913,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,10995,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,11057,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,10953,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,10945,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,10983,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,10935,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,10919,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,10969,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,10973,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,11001,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,11007,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,11017,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,11059,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,11083,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,11085,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,11043,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,11051,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,10917,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,10951,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,10999,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,11045,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,10923,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,10937,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,11089,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,11093,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,10929,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,10939,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,10979,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,11021,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,11011,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,10949,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,11087,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,11005,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,11079,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,10943,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,10981,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,10989,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,11037,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,11015,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,11025,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,11029,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,10903,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,10907,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,10987,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,11047,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,10909,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,11013,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,8883,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,8801,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,8888,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,8818,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,8879,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,8816,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,8882,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,8821,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,8878,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,8822,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,8895,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,8892,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,8884,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,8806,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,8817,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,8807,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,8810,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,8887,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,8900,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,8886,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,8899,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,8805,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,8811,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,8877,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,8876,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,8891,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,8885,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,8889,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,8880,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,8808,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,8820,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,8819,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,8812,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,8815,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,8814,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,8890,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,8893,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,8896,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,8898,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,8809,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,8813,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,8824,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,8804,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,8894,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,8897,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,8825,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,8802,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,8823,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,8881,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,OC,8803,10000000.0,10,January,2022
BHARATIYA JANATA PARTY,TL,13220,1000000.0,10,January,2022
BHARATIYA JANATA PARTY,TL,13212,1000000.0,10,January,2022
BHARATIYA JANATA PARTY,TL,13216,1000000.0,10,January,2022
BHARATIYA JANATA PARTY,TL,13214,1000000.0,10,January,2022
BHARATIYA JANATA PARTY,TL,13218,1000000.0,10,January,2022
BHARATIYA JANATA PARTY,TL,13223,1000000.0,10,January,2022
BHARATIYA JANATA PARTY,TL,13225,1000000.0,10,January,2022
BHARATIYA JANATA PARTY,TL,13217,1000000.0,10,January,2022
BHARATIYA JANATA PARTY,TL,13227,1000000.0,10,January,2022
BHARATIYA JANATA PARTY,TL,13215,1000000.0,10,January,2022
BHARATIYA JANATA PARTY,TL,13221,1000000.0,10,January,2022
BHARATIYA JANATA PARTY,TL,13219,1000000.0,10,January,2022
BHARATIYA JANATA PARTY,OL,2221,100000.0,10,January,2022
BHARATIYA JANATA PARTY,OL,2223,100000.0,10,January,2022
BHARATIYA JANATA PARTY,OL,2219,100000.0,10,January,2022
BHARATIYA JANATA PARTY,OL,2215,100000.0,10,January,2022
BHARATIYA JANATA PARTY,OL,2217,100000.0,10,January,2022
BIHAR PRADESH JANTA DAL(UNITED),OC,9690,10000000.0,10,January,2022
BIHAR PRADESH JANTA DAL(UNITED),OC,9684,10000000.0,10,January,2022
BIHAR PRADESH JANTA DAL(UNITED),OC,9687,10000000.0,10,January,2022
BIHAR PRADESH JANTA DAL(UNITED),OC,9688,10000000.0,10,January,2022
BIHAR PRADESH JANTA DAL(UNITED),OC,9691,10000000.0,10,January,2022
BIHAR PRADESH JANTA DAL(UNITED),OC,9692,10000000.0,10,January,2022
BIHAR PRADESH JANTA DAL(UNITED),OC,9686,10000000.0,10,January,2022
BIHAR PRADESH JANTA DAL(UNITED),OC,9685,10000000.0,10,January,2022
BIHAR PRADESH JANTA DAL(UNITED),OC,9689,10000000.0,10,January,2022
BIHAR PRADESH JANTA DAL(UNITED),OC,9683,10000000.0,10,January,2022
BIJU JANATA DAL,OC,10182,10000000.0,10,January,2022
BIJU JANATA DAL,OC,10172,10000000.0,10,January,2022
BIJU JANATA DAL,OC,10178,10000000.0,10,January,2022
BIJU JANATA DAL,OC,10180,10000000.0,10,January,2022
BIJU JANATA DAL,OC,10170,10000000.0,10,January,2022
BIJU JANATA DAL,OC,10174,10000000.0,10,January,2022
BIJU JANATA DAL,OC,10176,10000000.0,10,January,2022
BIJU JANATA DAL,OC,10184,10000000.0,10,January,2022
BIJU JANATA DAL,OC,10175,10000000.0,10,January,2022
BIJU JANATA DAL,OC,10183,10000000.0,10,January,2022
BIJU JANATA DAL,OC,10177,10000000.0,10,January,2022
BIJU JANATA DAL,OC,10179,10000000.0,10,January,2022
BIJU JANATA DAL,OC,10181,10000000.0,10,January,2022
BIJU JANATA DAL,OC,10189,10000000.0,10,January,2022
BIJU JANATA DAL,OC,10193,10000000.0,10,January,2022
BIJU JANATA DAL,OC,10191,10000000.0,10,January,2022
BIJU JANATA DAL,OC,10197,10000000.0,10,January,2022
BIJU JANATA DAL,OC,10195,10000000.0,10,January,2022
BIJU JANATA DAL,OC,10187,10000000.0,10,January,2022
BIJU JANATA DAL,OC,10185,10000000.0,10,January,2022
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OC,9299,10000000.0,10,January,2022
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OC,9303,10000000.0,10,January,2022
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OC,9291,10000000.0,10,January,2022
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OC,9301,10000000.0,10,January,2022
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OC,9305,10000000.0,10,January,2022
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OC,9297,10000000.0,10,January,2022
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OC,9317,10000000.0,10,January,2022
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OC,9283,10000000.0,10,January,2022
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OC,9287,10000000.0,10,January,2022
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OC,9281,10000000.0,10,January,2022
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OC,9289,10000000.0,10,January,2022
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OC,9307,10000000.0,10,January,2022
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OC,9285,10000000.0,10,January,2022
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OC,9311,10000000.0,10,January,2022
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OC,9319,10000000.0,10,January,2022
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OC,9315,10000000.0,10,January,2022
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OC,9293,10000000.0,10,January,2022
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OC,9313,10000000.0,10,January,2022
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OC,9309,10000000.0,10,January,2022
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OC,9295,10000000.0,10,January,2022
ALL INDIA TRINAMOOL CONGRESS,OC,10051,10000000.0,11,January,2022
ALL INDIA TRINAMOOL CONGRESS,OC,10039,10000000.0,11,January,2022
ALL INDIA TRINAMOOL CONGRESS,OC,10045,10000000.0,11,January,2022
ALL INDIA TRINAMOOL CONGRESS,OC,10041,10000000.0,11,January,2022
ALL INDIA TRINAMOOL CONGRESS,OC,10047,10000000.0,11,January,2022
ALL INDIA TRINAMOOL CONGRESS,OC,10053,10000000.0,11,January,2022
ALL INDIA TRINAMOOL CONGRESS,OC,10055,10000000.0,11,January,2022
ALL INDIA TRINAMOOL CONGRESS,OC,10043,10000000.0,11,January,2022
ALL INDIA TRINAMOOL CONGRESS,OC,10049,10000000.0,11,January,2022
ALL INDIA TRINAMOOL CONGRESS,OC,9577,10000000.0,11,January,2022
ALL INDIA TRINAMOOL CONGRESS,OC,9581,10000000.0,11,January,2022
ALL INDIA TRINAMOOL CONGRESS,OC,9580,10000000.0,11,January,2022
ALL INDIA TRINAMOOL CONGRESS,OC,9578,10000000.0,11,January,2022
ALL INDIA TRINAMOOL CONGRESS,OC,9579,10000000.0,11,January,2022
ALL INDIA TRINAMOOL CONGRESS,OC,9588,10000000.0,11,January,2022
ALL INDIA TRINAMOOL CONGRESS,OC,9586,10000000.0,11,January,2022
ALL INDIA TRINAMOOL CONGRESS,OC,9589,10000000.0,11,January,2022
ALL INDIA TRINAMOOL CONGRESS,OC,9590,10000000.0,11,January,2022
ALL INDIA TRINAMOOL CONGRESS,OC,9587,10000000.0,11,January,2022
ALL INDIA TRINAMOOL CONGRESS,OC,8906,10000000.0,11,January,2022
ALL INDIA TRINAMOOL CONGRESS,OC,8907,10000000.0,11,January,2022
ALL INDIA TRINAMOOL CONGRESS,OC,8785,10000000.0,11,January,2022
ALL INDIA TRINAMOOL CONGRESS,OC,8909,10000000.0,11,January,2022
ALL INDIA TRINAMOOL CONGRESS,OC,8910,10000000.0,11,January,2022
ALL INDIA TRINAMOOL CONGRESS,OC,8787,10000000.0,11,January,2022
ALL INDIA TRINAMOOL CONGRESS,OC,8908,10000000.0,11,January,2022
ALL INDIA TRINAMOOL CONGRESS,OC,8901,10000000.0,11,January,2022
ALL INDIA TRINAMOOL CONGRESS,OC,8783,10000000.0,11,January,2022
ALL INDIA TRINAMOOL CONGRESS,OC,8780,10000000.0,11,January,2022
BIJU JANATA DAL,OC,10102,10000000.0,11,January,2022
BIJU JANATA DAL,OC,9470,10000000.0,11,January,2022
BIJU JANATA DAL,OC,9472,10000000.0,11,January,2022
BIJU JANATA DAL,OC,9474,10000000.0,11,January,2022
BIJU JANATA DAL,OC,10104,10000000.0,11,January,2022
BIJU JANATA DAL,OC,10169,10000000.0,11,January,2022
BIJU JANATA DAL,OC,10171,10000000.0,11,January,2022
BIJU JANATA DAL,OC,10173,10000000.0,11,January,2022
BIJU JANATA DAL,OC,10188,10000000.0,11,January,2022
BIJU JANATA DAL,OC,10186,10000000.0,11,January,2022
BIJU JANATA DAL,OC,10215,10000000.0,11,January,2022
BIJU JANATA DAL,OC,10219,10000000.0,11,January,2022
BIJU JANATA DAL,OC,10213,10000000.0,11,January,2022
BIJU JANATA DAL,OC,10221,10000000.0,11,January,2022
BIJU JANATA DAL,OC,10217,10000000.0,11,January,2022
BIJU JANATA DAL,OC,4802,10000000.0,11,January,2022
BIJU JANATA DAL,OC,4800,10000000.0,11,January,2022
DRAVIDA MUNNETRA KAZHAGAM (DMK),OC,8934,10000000.0,11,January,2022
DRAVIDA MUNNETRA KAZHAGAM (DMK),OC,8865,10000000.0,11,January,2022
DRAVIDA MUNNETRA KAZHAGAM (DMK),OC,8852,10000000.0,11,January,2022
DRAVIDA MUNNETRA KAZHAGAM (DMK),OC,8862,10000000.0,11,January,2022
DRAVIDA MUNNETRA KAZHAGAM (DMK),OC,8861,10000000.0,11,January,2022
DRAVIDA MUNNETRA KAZHAGAM (DMK),OC,8926,10000000.0,11,January,2022
DRAVIDA MUNNETRA KAZHAGAM (DMK),OC,8948,10000000.0,11,January,2022
DRAVIDA MUNNETRA KAZHAGAM (DMK),OC,8868,10000000.0,11,January,2022
DRAVIDA MUNNETRA KAZHAGAM (DMK),OC,8871,10000000.0,11,January,2022
DRAVIDA MUNNETRA KAZHAGAM (DMK),OC,8874,10000000.0,11,January,2022
DRAVIDA MUNNETRA KAZHAGAM (DMK),OC,8860,10000000.0,11,January,2022
DRAVIDA MUNNETRA KAZHAGAM (DMK),OC,8933,10000000.0,11,January,2022
DRAVIDA MUNNETRA KAZHAGAM (DMK),OC,8936,10000000.0,11,January,2022
DRAVIDA MUNNETRA KAZHAGAM (DMK),OC,8949,10000000.0,11,January,2022
DRAVIDA MUNNETRA KAZHAGAM (DMK),OC,8945,10000000.0,11,January,2022
DRAVIDA MUNNETRA KAZHAGAM (DMK),OC,8867,10000000.0,11,January,2022
DRAVIDA MUNNETRA KAZHAGAM (DMK),OC,8941,10000000.0,11,January,2022
DRAVIDA MUNNETRA KAZHAGAM (DMK),OC,8853,10000000.0,11,January,2022
DRAVIDA MUNNETRA KAZHAGAM (DMK),OC,8857,10000000.0,11,January,2022
DRAVIDA MUNNETRA KAZHAGAM (DMK),OC,8854,10000000.0,11,January,2022
DRAVIDA MUNNETRA KAZHAGAM (DMK),OC,8856,10000000.0,11,January,2022
DRAVIDA MUNNETRA KAZHAGAM (DMK),OC,8937,10000000.0,11,January,2022
DRAVIDA MUNNETRA KAZHAGAM (DMK),OC,8930,10000000.0,11,January,2022
DRAVIDA MUNNETRA KAZHAGAM (DMK),OC,8935,10000000.0,11,January,2022
DRAVIDA MUNNETRA KAZHAGAM (DMK),OC,8944,10000000.0,11,January,2022
DRAVIDA MUNNETRA KAZHAGAM (DMK),OC,8866,10000000.0,11,January,2022
DRAVIDA MUNNETRA KAZHAGAM (DMK),OC,8872,10000000.0,11,January,2022
DRAVIDA MUNNETRA KAZHAGAM (DMK),OC,8940,10000000.0,11,January,2022
DRAVIDA MUNNETRA KAZHAGAM (DMK),OC,8863,10000000.0,11,January,2022
DRAVIDA MUNNETRA KAZHAGAM (DMK),OC,8938,10000000.0,11,January,2022
DRAVIDA MUNNETRA KAZHAGAM (DMK),OC,8942,10000000.0,11,January,2022
DRAVIDA MUNNETRA KAZHAGAM (DMK),OC,8947,10000000.0,11,January,2022
DRAVIDA MUNNETRA KAZHAGAM (DMK),OC,8932,10000000.0,11,January,2022
DRAVIDA MUNNETRA KAZHAGAM (DMK),OC,8870,10000000.0,11,January,2022
DRAVIDA MUNNETRA KAZHAGAM (DMK),OC,8873,10000000.0,11,January,2022
DRAVIDA MUNNETRA KAZHAGAM (DMK),OC,8943,10000000.0,11,January,2022
DRAVIDA MUNNETRA KAZHAGAM (DMK),OC,8946,10000000.0,11,January,2022
DRAVIDA MUNNETRA KAZHAGAM (DMK),OC,8858,10000000.0,11,January,2022
DRAVIDA MUNNETRA KAZHAGAM (DMK),OC,8929,10000000.0,11,January,2022
DRAVIDA MUNNETRA KAZHAGAM (DMK),OC,8869,10000000.0,11,January,2022
DRAVIDA MUNNETRA KAZHAGAM (DMK),OC,8927,10000000.0,11,January,2022
DRAVIDA MUNNETRA KAZHAGAM (DMK),OC,8859,10000000.0,11,January,2022
DRAVIDA MUNNETRA KAZHAGAM (DMK),OC,8931,10000000.0,11,January,2022
DRAVIDA MUNNETRA KAZHAGAM (DMK),OC,8864,10000000.0,11,January,2022
DRAVIDA MUNNETRA KAZHAGAM (DMK),OC,8928,10000000.0,11,January,2022
DRAVIDA MUNNETRA KAZHAGAM (DMK),OC,8875,10000000.0,11,January,2022
DRAVIDA MUNNETRA KAZHAGAM (DMK),OC,8939,10000000.0,11,January,2022
DRAVIDA MUNNETRA KAZHAGAM (DMK),OC,8950,10000000.0,11,January,2022
DRAVIDA MUNNETRA KAZHAGAM (DMK),OC,8851,10000000.0,11,January,2022
DRAVIDA MUNNETRA KAZHAGAM (DMK),OC,8855,10000000.0,11,January,2022
DRAVIDA MUNNETRA KAZHAGAM (DMK),OC,10585,10000000.0,11,January,2022
DRAVIDA MUNNETRA KAZHAGAM (DMK),OC,8791,10000000.0,11,January,2022
DRAVIDA MUNNETRA KAZHAGAM (DMK),OC,8922,10000000.0,11,January,2022
DRAVIDA MUNNETRA KAZHAGAM (DMK),OC,10472,10000000.0,11,January,2022
DRAVIDA MUNNETRA KAZHAGAM (DMK),OC,10424,10000000.0,11,January,2022
DRAVIDA MUNNETRA KAZHAGAM (DMK),OC,10405,10000000.0,11,January,2022
DRAVIDA MUNNETRA KAZHAGAM (DMK),OC,10411,10000000.0,11,January,2022
DRAVIDA MUNNETRA KAZHAGAM (DMK),OC,10412,10000000.0,11,January,2022
DRAVIDA MUNNETRA KAZHAGAM (DMK),OC,10588,10000000.0,11,January,2022
DRAVIDA MUNNETRA KAZHAGAM (DMK),OC,10471,10000000.0,11,January,2022
DRAVIDA MUNNETRA KAZHAGAM (DMK),OC,10475,10000000.0,11,January,2022
DRAVIDA MUNNETRA KAZHAGAM (DMK),OC,10576,10000000.0,11,January,2022
DRAVIDA MUNNETRA KAZHAGAM (DMK),OC,10421,10000000.0,11,January,2022
DRAVIDA MUNNETRA KAZHAGAM (DMK),OC,10581,10000000.0,11,January,2022
DRAVIDA MUNNETRA KAZHAGAM (DMK),OC,10590,10000000.0,11,January,2022
DRAVIDA MUNNETRA KAZHAGAM (DMK),OC,10417,10000000.0,11,January,2022
DRAVIDA MUNNETRA KAZHAGAM (DMK),OC,10582,10000000.0,11,January,2022
DRAVIDA MUNNETRA KAZHAGAM (DMK),OC,10584,10000000.0,11,January,2022
DRAVIDA MUNNETRA KAZHAGAM (DMK),OC,10461,10000000.0,11,January,2022
DRAVIDA MUNNETRA KAZHAGAM (DMK),OC,10420,10000000.0,11,January,2022
