Name_of_the_Political_Party,Denominations,Date,Month,Year,id
ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,10000000.0,12,April,2019,OC775
ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,10000000.0,12,April,2019,OC3975
ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,10000000.0,12,April,2019,OC3967
ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,1000000.0,12,April,2019,TL10418
ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,1000000.0,12,April,2019,TL126
ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,1000000.0,12,April,2019,TL116
ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,1000000.0,12,April,2019,TL10466
ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,1000000.0,12,April,2019,TL122
ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,1000000.0,12,April,2019,TL158
ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,1000000.0,12,April,2019,TL108
ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,1000000.0,12,April,2019,TL10446
ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,1000000.0,12,April,2019,TL10434
ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,1000000.0,12,April,2019,TL162
ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,1000000.0,12,April,2019,TL128
ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,1000000.0,12,April,2019,TL113
ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,1000000.0,12,April,2019,TL10423
ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,1000000.0,12,April,2019,TL110
ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,1000000.0,12,April,2019,TL131
ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,1000000.0,12,April,2019,TL164
ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,1000000.0,12,April,2019,TL118
ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,1000000.0,12,April,2019,TL10449
ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,1000000.0,12,April,2019,TL10417
ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,1000000.0,12,April,2019,TL10426
ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,1000000.0,12,April,2019,TL10420
ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,1000000.0,12,April,2019,TL10443
ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,1000000.0,12,April,2019,TL10452
ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,1000000.0,12,April,2019,TL160
ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,1000000.0,12,April,2019,TL10408
ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,1000000.0,12,April,2019,TL120
ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,1000000.0,12,April,2019,TL10464
ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,1000000.0,12,April,2019,TL124
ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,1000000.0,12,April,2019,TL10440
ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,1000000.0,12,April,2019,TL10469
BHARAT RASHTRA SAMITHI,10000000.0,12,April,2019,OC6646
BHARAT RASHTRA SAMITHI,10000000.0,12,April,2019,OC6644
BHARAT RASHTRA SAMITHI,10000000.0,12,April,2019,OC5470
BHARAT RASHTRA SAMITHI,10000000.0,12,April,2019,OC5455
BHARAT RASHTRA SAMITHI,10000000.0,12,April,2019,OC5467
BHARAT RASHTRA SAMITHI,10000000.0,12,April,2019,OC5460
BHARAT RASHTRA SAMITHI,10000000.0,12,April,2019,OC5463
BHARAT RASHTRA SAMITHI,10000000.0,12,April,2019,OC5451
BHARAT RASHTRA SAMITHI,10000000.0,12,April,2019,OC5458
BHARAT RASHTRA SAMITHI,10000000.0,12,April,2019,OC5454
BHARAT RASHTRA SAMITHI,10000000.0,12,April,2019,OC5474
BHARAT RASHTRA SAMITHI,10000000.0,12,April,2019,OC5459
BHARAT RASHTRA SAMITHI,10000000.0,12,April,2019,OC5475
BHARAT RASHTRA SAMITHI,10000000.0,12,April,2019,OC5464
BHARAT RASHTRA SAMITHI,10000000.0,12,April,2019,OC5453
BHARAT RASHTRA SAMITHI,10000000.0,12,April,2019,OC5472
BHARAT RASHTRA SAMITHI,10000000.0,12,April,2019,OC5471
BHARAT RASHTRA SAMITHI,10000000.0,12,April,2019,OC5468
BHARAT RASHTRA SAMITHI,10000000.0,12,April,2019,OC5450
BHARAT RASHTRA SAMITHI,10000000.0,12,April,2019,OC5462
BHARAT RASHTRA SAMITHI,10000000.0,12,April,2019,OC5457
BHARAT RASHTRA SAMITHI,10000000.0,12,April,2019,OC5466
BHARAT RASHTRA SAMITHI,1000000.0,12,April,2019,TL10876
BHARAT RASHTRA SAMITHI,1000000.0,12,April,2019,TL10877
BHARAT RASHTRA SAMITHI,1000000.0,12,April,2019,TL10885
BHARAT RASHTRA SAMITHI,1000000.0,12,April,2019,TL10856
BHARAT RASHTRA SAMITHI,1000000.0,12,April,2019,TL10870
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC4274
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC4276
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC5827
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC5847
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC4303
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC4301
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC5831
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC4321
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC5861
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC4325
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC5843
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC5837
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC5817
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC4319
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC4293
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC4305
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC5801
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC5825
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC4313
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC5805
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC5829
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC5821
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC5839
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC5841
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC5813
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC5833
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC4327
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC4311
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC4347
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC4317
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC5809
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC5855
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC4333
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC4335
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC4337
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC4343
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC4295
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC4331
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC5819
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC5853
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC5857
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC4349
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC5803
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC5849
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC4299
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC4329
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC4315
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC4339
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC5835
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC5807
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC5811
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC4309
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC4341
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC5815
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC4345
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC5851
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC4297
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC5845
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC4307
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC4323
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC5859
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC5823
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC5856
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC5868
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC5870
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC5846
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC5866
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC5848
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC5852
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC5874
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC5872
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC5850
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC5858
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC5864
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC5862
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC5860
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC5854
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC5818
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC5840
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC5844
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC5836
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC5820
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC5828
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC5832
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC5842
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC5830
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC5834
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC5824
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC5822
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC5826
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC5838
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC5802
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC4342
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC4334
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC5804
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC4340
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC4348
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC4346
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC4330
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC4344
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC4338
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC4332
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC4336
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC5806
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC4350
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC6603
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC5886
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC5896
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC5890
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC5888
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC6609
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC5882
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC6607
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC6611
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC5892
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC5894
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC6605
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC5885
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC5871
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC5875
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC5873
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC2588
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC2793
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC2810
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC4488
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC5148
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC4432
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC5173
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC5107
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC5101
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC5211
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC5102
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC5130
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC5149
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC5216
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC5213
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC5151
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC5215
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC5214
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC5103
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC5128
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC5105
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC5212
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC5126
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC5150
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC5142
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC5127
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC5144
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC5106
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC5123
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC5146
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC5147
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC5108
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC5124
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC5121
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC5143
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC5145
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC5109
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC5129
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC5104
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC5192
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC4433
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC5110
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC5122
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC5125
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC740
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC742
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC744
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC6217
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC6221
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC6233
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC6241
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC6247
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC6214
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC6238
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC4592
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC6203
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC6231
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC6227
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC4574
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC6207
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC6211
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC6243
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC6225
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC6245
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC6230
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC6204
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC4582
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC4584
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC6222
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC6232
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC6246
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC6248
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC6206
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC6210
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC6228
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC6242
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC6215
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC6216
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC6236
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC6202
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC6249
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC6218
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC6224
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC4585
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC6229
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC4575
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC6223
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC6250
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC4594
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC6201
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC6205
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC6208
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC4561
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC4595
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC6220
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC4583
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC6212
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC6219
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC6239
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC6234
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC6235
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC6244
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC4593
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC6237
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC6209
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC5708
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC5712
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC5717
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC5720
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC5704
BHARATIYA JANATA PARTY,10000000.0,12,April,2019,OC5722
BHARATIYA JANATA PARTY,1000000.0,12,April,2019,TL6832
BHARATIYA JANATA PARTY,1000000.0,12,April,2019,TL6838
BHARATIYA JANATA PARTY,1000000.0,12,April,2019,TL6840
BHARATIYA JANATA PARTY,1000000.0,12,April,2019,TL6836
BHARATIYA JANATA PARTY,1000000.0,12,April,2019,TL6834
BHARATIYA JANATA PARTY,1000000.0,12,April,2019,TL12449
BHARATIYA JANATA PARTY,1000000.0,12,April,2019,TL12415
BHARATIYA JANATA PARTY,1000000.0,12,April,2019,TL12469
BHARATIYA JANATA PARTY,1000000.0,12,April,2019,TL12435
BHARATIYA JANATA PARTY,1000000.0,12,April,2019,TL12473
BHARATIYA JANATA PARTY,1000000.0,12,April,2019,TL12403
BHARATIYA JANATA PARTY,1000000.0,12,April,2019,TL12413
BHARATIYA JANATA PARTY,1000000.0,12,April,2019,TL12417
BHARATIYA JANATA PARTY,1000000.0,12,April,2019,TL12465
BHARATIYA JANATA PARTY,1000000.0,12,April,2019,TL12409
BHARATIYA JANATA PARTY,1000000.0,12,April,2019,TL12433
BHARATIYA JANATA PARTY,1000000.0,12,April,2019,TL12445
BHARATIYA JANATA PARTY,1000000.0,12,April,2019,TL12459
BHARATIYA JANATA PARTY,1000000.0,12,April,2019,TL12425
BHARATIYA JANATA PARTY,1000000.0,12,April,2019,TL12437
BHARATIYA JANATA PARTY,1000000.0,12,April,2019,TL12471
BHARATIYA JANATA PARTY,1000000.0,12,April,2019,TL12405
BHARATIYA JANATA PARTY,1000000.0,12,April,2019,TL12411
BHARATIYA JANATA PARTY,1000000.0,12,April,2019,TL12439
BHARATIYA JANATA PARTY,1000000.0,12,April,2019,TL12447
BHARATIYA JANATA PARTY,1000000.0,12,April,2019,TL12455
BHARATIYA JANATA PARTY,1000000.0,12,April,2019,TL12429
BHARATIYA JANATA PARTY,1000000.0,12,April,2019,TL12431
BHARATIYA JANATA PARTY,1000000.0,12,April,2019,TL12461
BHARATIYA JANATA PARTY,1000000.0,12,April,2019,TL12441
BHARATIYA JANATA PARTY,1000000.0,12,April,2019,TL12463
BHARATIYA JANATA PARTY,1000000.0,12,April,2019,TL12467
BHARATIYA JANATA PARTY,1000000.0,12,April,2019,TL12453
BHARATIYA JANATA PARTY,1000000.0,12,April,2019,TL12475
BHARATIYA JANATA PARTY,1000000.0,12,April,2019,TL12407
BHARATIYA JANATA PARTY,1000000.0,12,April,2019,TL12457
BHARATIYA JANATA PARTY,1000000.0,12,April,2019,TL12477
BHARATIYA JANATA PARTY,1000000.0,12,April,2019,TL12451
BHARATIYA JANATA PARTY,1000000.0,12,April,2019,TL12479
BHARATIYA JANATA PARTY,1000000.0,12,April,2019,TL12421
BHARATIYA JANATA PARTY,1000000.0,12,April,2019,TL12423
BHARATIYA JANATA PARTY,1000000.0,12,April,2019,TL12443
BHARATIYA JANATA PARTY,1000000.0,12,April,2019,TL12419
BHARATIYA JANATA PARTY,1000000.0,12,April,2019,TL12427
BHARATIYA JANATA PARTY,1000000.0,12,April,2019,TL12408
BHARATIYA JANATA PARTY,1000000.0,12,April,2019,TL12398
BHARATIYA JANATA PARTY,1000000.0,12,April,2019,TL12394
BHARATIYA JANATA PARTY,1000000.0,12,April,2019,TL12402
BHARATIYA JANATA PARTY,1000000.0,12,April,2019,TL12396
BHARATIYA JANATA PARTY,1000000.0,12,April,2019,TL12390
BHARATIYA JANATA PARTY,1000000.0,12,April,2019,TL12406
BHARATIYA JANATA PARTY,1000000.0,12,April,2019,TL12404
BHARATIYA JANATA PARTY,1000000.0,12,April,2019,TL12392
BHARATIYA JANATA PARTY,1000000.0,12,April,2019,TL12400
BHARATIYA JANATA PARTY,1000000.0,12,April,2019,TL12472
BHARATIYA JANATA PARTY,1000000.0,12,April,2019,TL12480
BHARATIYA JANATA PARTY,1000000.0,12,April,2019,TL12476
BHARATIYA JANATA PARTY,1000000.0,12,April,2019,TL12474
BHARATIYA JANATA PARTY,1000000.0,12,April,2019,TL12478
BHARATIYA JANATA PARTY,1000000.0,12,April,2019,TL12468
BHARATIYA JANATA PARTY,1000000.0,12,April,2019,TL12484
BHARATIYA JANATA PARTY,1000000.0,12,April,2019,TL12482
BHARATIYA JANATA PARTY,1000000.0,12,April,2019,TL12470
BHARATIYA JANATA PARTY,1000000.0,12,April,2019,TL888
BHARATIYA JANATA PARTY,1000000.0,12,April,2019,TL876
BHARATIYA JANATA PARTY,1000000.0,12,April,2019,TL883
BHARATIYA JANATA PARTY,1000000.0,12,April,2019,TL886
BHARATIYA JANATA PARTY,1000000.0,12,April,2019,TL880
BHARATIYA JANATA PARTY,1000000.0,12,April,2019,TL894
BHARATIYA JANATA PARTY,1000000.0,12,April,2019,TL898
BHARATIYA JANATA PARTY,1000000.0,12,April,2019,TL896
BHARATIYA JANATA PARTY,1000000.0,12,April,2019,TL892
BHARATIYA JANATA PARTY,1000000.0,12,April,2019,TL890
BHARATIYA JANATA PARTY,1000000.0,12,April,2019,TL776
BHARATIYA JANATA PARTY,1000000.0,12,April,2019,TL780
BHARATIYA JANATA PARTY,1000000.0,12,April,2019,TL1627
BHARATIYA JANATA PARTY,1000000.0,12,April,2019,TL1644
BHARATIYA JANATA PARTY,1000000.0,12,April,2019,TL1633
BHARATIYA JANATA PARTY,1000000.0,12,April,2019,TL1646
BHARATIYA JANATA PARTY,1000000.0,12,April,2019,TL1636
BHARATIYA JANATA PARTY,1000000.0,12,April,2019,TL11275
BHARATIYA JANATA PARTY,1000000.0,12,April,2019,TL11276
BHARATIYA JANATA PARTY,1000000.0,12,April,2019,TL11274
BHARATIYA JANATA PARTY,1000000.0,12,April,2019,TL11279
BHARATIYA JANATA PARTY,1000000.0,12,April,2019,TL11280
BHARATIYA JANATA PARTY,1000000.0,12,April,2019,TL11278
BHARATIYA JANATA PARTY,1000000.0,12,April,2019,TL11266
BHARATIYA JANATA PARTY,1000000.0,12,April,2019,TL11272
BHARATIYA JANATA PARTY,1000000.0,12,April,2019,TL11273
BHARATIYA JANATA PARTY,1000000.0,12,April,2019,TL11271
BHARATIYA JANATA PARTY,1000000.0,12,April,2019,TL10835
BHARATIYA JANATA PARTY,1000000.0,12,April,2019,TL10834
BHARATIYA JANATA PARTY,1000000.0,12,April,2019,TL10837
BHARATIYA JANATA PARTY,1000000.0,12,April,2019,TL10833
BHARATIYA JANATA PARTY,1000000.0,12,April,2019,TL10836
BHARATIYA JANATA PARTY,1000000.0,12,April,2019,TL10872
BHARATIYA JANATA PARTY,1000000.0,12,April,2019,TL10875
BHARATIYA JANATA PARTY,1000000.0,12,April,2019,TL10851
BHARATIYA JANATA PARTY,1000000.0,12,April,2019,TL10873
BHARATIYA JANATA PARTY,1000000.0,12,April,2019,TL10874
