Name_of_the_Purchaser,Denominations,purchase_date,purchase_month,purchase_year,id
INFINA FINANCE PRIVATE LIMITED,10000000.0,16,Jan,2020,OC7767
INFINA FINANCE PRIVATE LIMITED,10000000.0,16,Jan,2020,OC7763
INFINA FINANCE PRIVATE LIMITED,10000000.0,16,Jan,2020,OC7759
INFINA FINANCE PRIVATE LIMITED,10000000.0,16,Jan,2020,OC7757
INFINA FINANCE PRIVATE LIMITED,10000000.0,16,Jan,2020,OC7765
INFINA FINANCE PRIVATE LIMITED,10000000.0,16,Jan,2020,OC7769
INFINA FINANCE PRIVATE LIMITED,10000000.0,16,Jan,2020,OC7751
INFINA FINANCE PRIVATE LIMITED,10000000.0,16,Jan,2020,OC7761
INFINA FINANCE PRIVATE LIMITED,10000000.0,16,Jan,2020,OC7753
JINDAL SAW LIMITED,10000000.0,16,Jan,2020,OC8104
JINDAL SAW LIMITED,10000000.0,16,Jan,2020,OC8108
JINDAL SAW LIMITED,10000000.0,16,Jan,2020,OC8102
JINDAL SAW LIMITED,10000000.0,16,Jan,2020,OC8106
KEJRIWAL MIINIING PRIVATE LIMITED,10000000.0,16,Jan,2020,OC7984
KEJRIWAL MIINIING PRIVATE LIMITED,1000000.0,16,Jan,2020,TL13456
KEJRIWAL MIINIING PRIVATE LIMITED,1000000.0,16,Jan,2020,TL13454
KEJRIWAL MIINIING PRIVATE LIMITED,1000000.0,16,Jan,2020,TL13460
KEJRIWAL MIINIING PRIVATE LIMITED,1000000.0,16,Jan,2020,TL13452
KEJRIWAL MIINIING PRIVATE LIMITED,1000000.0,16,Jan,2020,TL13458
MS S N MOHANTY,10000000.0,16,Jan,2020,OC4727
MS S N MOHANTY,10000000.0,16,Jan,2020,OC4729
MS S N MOHANTY,10000000.0,16,Jan,2020,OC4723
MS S N MOHANTY,10000000.0,16,Jan,2020,OC4725
KEJRIWAL MIINIING PRIVATE LIMITED,10000000.0,17,Jan,2020,OC7986
BHARAT AJMERA,100000.0,18,Jan,2020,OL1313
BHARAT AJMERA,100000.0,18,Jan,2020,OL1311
BHARAT AJMERA,100000.0,18,Jan,2020,OL1315
CRESCENT POWER LTD,10000000.0,18,Jan,2020,OC7991
CRESCENT POWER LTD,10000000.0,18,Jan,2020,OC7989
HALDIA ENERGY LIMITED,10000000.0,18,Jan,2020,OC7998
HALDIA ENERGY LIMITED,10000000.0,18,Jan,2020,OC7988
HALDIA ENERGY LIMITED,10000000.0,18,Jan,2020,OC7990
HALDIA ENERGY LIMITED,10000000.0,18,Jan,2020,OC7996
HALDIA ENERGY LIMITED,10000000.0,18,Jan,2020,OC7992
HALDIA ENERGY LIMITED,10000000.0,18,Jan,2020,OC7994
KIRTAN AJMERA,100000.0,18,Jan,2020,OL1312
KIRTAN AJMERA,100000.0,18,Jan,2020,OL1314
KIRTAN AJMERA,100000.0,18,Jan,2020,OL1308
KIRTAN AJMERA,100000.0,18,Jan,2020,OL1318
KIRTAN AJMERA,100000.0,18,Jan,2020,OL1316
KIRTAN AJMERA,100000.0,18,Jan,2020,OL1310
LEPTON SOFTWARE EXPORT AND RESEARCH PRIVATE LTD,1000000.0,18,Jan,2020,TL13512
MUKESH AJMERA,100000.0,18,Jan,2020,OL1309
MUKESH AJMERA,100000.0,18,Jan,2020,OL1307
MUKESH AJMERA,100000.0,18,Jan,2020,OL1305
POORVI DUGAR AJMERA,100000.0,18,Jan,2020,OL1303
POORVI DUGAR AJMERA,100000.0,18,Jan,2020,OL1301
RONAK AJMERA,1000000.0,18,Jan,2020,TL13463
RONAK AJMERA,1000000.0,18,Jan,2020,TL13461
TILAK AJMERA,100000.0,18,Jan,2020,OL1306
TILAK AJMERA,100000.0,18,Jan,2020,OL1302
TILAK AJMERA,100000.0,18,Jan,2020,OL1304
CASTAMET WORKS PRIVATE LIMITED,1000000.0,20,Jan,2020,TL1668
CASTAMET WORKS PRIVATE LIMITED,1000000.0,20,Jan,2020,TL1670
CASTAMET WORKS PRIVATE LIMITED,1000000.0,20,Jan,2020,TL1661
CASTAMET WORKS PRIVATE LIMITED,1000000.0,20,Jan,2020,TL1664
CASTAMET WORKS PRIVATE LIMITED,1000000.0,20,Jan,2020,TL1666
CASTAMET WORKS PRIVATE LIMITED,1000000.0,20,Jan,2020,TL1651
CASTAMET WORKS PRIVATE LIMITED,100000.0,20,Jan,2020,OL8022
CASTAMET WORKS PRIVATE LIMITED,100000.0,20,Jan,2020,OL8020
CASTAMET WORKS PRIVATE LIMITED,100000.0,20,Jan,2020,OL8018
CASTAMET WORKS PRIVATE LIMITED,100000.0,20,Jan,2020,OL8024
CASTAMET WORKS PRIVATE LIMITED,100000.0,20,Jan,2020,OL8015
RATNAMANI METALS AND TUBES LTD,10000000.0,20,Jan,2020,OC3890
BANGUR SHREE,1000000.0,21,Jan,2020,TL13518
BANGUR SHREE,1000000.0,21,Jan,2020,TL13520
BANGUR SHREE,1000000.0,21,Jan,2020,TL13522
BANGUR SHREE,1000000.0,21,Jan,2020,TL13524
JANAM ENTERPRISES,1000000.0,21,Jan,2020,TL13521
JANAM ENTERPRISES,1000000.0,21,Jan,2020,TL13523
JANAM ENTERPRISES,1000000.0,21,Jan,2020,TL12764
JANAM ENTERPRISES,100000.0,21,Jan,2020,OL3228
JANAM ENTERPRISES,100000.0,21,Jan,2020,OL28701
JANAM ENTERPRISES,100000.0,21,Jan,2020,OL28705
JANAM ENTERPRISES,100000.0,21,Jan,2020,OL28703
JANAM ENTERPRISES,100000.0,21,Jan,2020,OL3226
KRBL LTD,1000000.0,21,Jan,2020,TL13516
KRBL LTD,1000000.0,21,Jan,2020,TL13514
MS S N MOHANTY,10000000.0,21,Jan,2020,OC4733
MS S N MOHANTY,10000000.0,21,Jan,2020,OC4731
MS S N MOHANTY,10000000.0,21,Jan,2020,OC4735
PENGUIN TRADING & AGENCIES LIMITED,10000000.0,21,Jan,2020,OC7997
PENGUIN TRADING & AGENCIES LIMITED,10000000.0,21,Jan,2020,OC7995
PENGUIN TRADING & AGENCIES LIMITED,10000000.0,21,Jan,2020,OC7993
SHREE CEMENT LTD,10000000.0,21,Jan,2020,OC745
SHREE CEMENT LTD,10000000.0,21,Jan,2020,OC747
SHREE CEMENT LTD,10000000.0,21,Jan,2020,OC8112
SHREE CEMENT LTD,10000000.0,21,Jan,2020,OC8110
TANUSHREE LOGISTICS PRIVATE LIMITED,1000000.0,21,Jan,2020,TL1669
TANUSHREE LOGISTICS PRIVATE LIMITED,1000000.0,21,Jan,2020,TL1662
TANUSHREE LOGISTICS PRIVATE LIMITED,1000000.0,21,Jan,2020,TL1671
TANUSHREE LOGISTICS PRIVATE LIMITED,1000000.0,21,Jan,2020,TL1659
TANUSHREE LOGISTICS PRIVATE LIMITED,1000000.0,21,Jan,2020,TL1665
TANUSHREE LOGISTICS PRIVATE LIMITED,1000000.0,21,Jan,2020,TL1667
FRIGERIO CONSERVA AL,10000000.0,22,Jan,2020,OC7772
WELSPUN CORP LTD,10000000.0,22,Jan,2020,OC7749
WELSPUN CORP LTD,10000000.0,22,Jan,2020,OC7771
HALDIA ENERGY LIMITED,10000000.0,19,Oct,2020,OC7897
HALDIA ENERGY LIMITED,10000000.0,19,Oct,2020,OC6374
HALDIA ENERGY LIMITED,10000000.0,19,Oct,2020,OC7999
HALDIA ENERGY LIMITED,10000000.0,19,Oct,2020,OC7872
HALDIA ENERGY LIMITED,10000000.0,19,Oct,2020,OC7861
HALDIA ENERGY LIMITED,10000000.0,19,Oct,2020,OC7924
HALDIA ENERGY LIMITED,10000000.0,19,Oct,2020,OC7919
HALDIA ENERGY LIMITED,10000000.0,19,Oct,2020,OC7886
HALDIA ENERGY LIMITED,10000000.0,19,Oct,2020,OC7917
HALDIA ENERGY LIMITED,10000000.0,19,Oct,2020,OC7874
HALDIA ENERGY LIMITED,10000000.0,19,Oct,2020,OC7915
HALDIA ENERGY LIMITED,10000000.0,19,Oct,2020,OC7913
HALDIA ENERGY LIMITED,10000000.0,19,Oct,2020,OC7921
HALDIA ENERGY LIMITED,10000000.0,19,Oct,2020,OC6372
HALDIA ENERGY LIMITED,10000000.0,19,Oct,2020,OC7899
ESSEL MINING AND INDS LTD,10000000.0,20,Oct,2020,OC8005
ESSEL MINING AND INDS LTD,10000000.0,20,Oct,2020,OC7955
ESSEL MINING AND INDS LTD,10000000.0,20,Oct,2020,OC8007
ESSEL MINING AND INDS LTD,10000000.0,20,Oct,2020,OC8027
ESSEL MINING AND INDS LTD,10000000.0,20,Oct,2020,OC6373
ESSEL MINING AND INDS LTD,10000000.0,20,Oct,2020,OC7925
ESSEL MINING AND INDS LTD,10000000.0,20,Oct,2020,OC8029
ESSEL MINING AND INDS LTD,10000000.0,20,Oct,2020,OC7873
ESSEL MINING AND INDS LTD,10000000.0,20,Oct,2020,OC7922
ESSEL MINING AND INDS LTD,10000000.0,20,Oct,2020,OC8053
ESSEL MINING AND INDS LTD,10000000.0,20,Oct,2020,OC7898
ESSEL MINING AND INDS LTD,10000000.0,20,Oct,2020,OC7953
ESSEL MINING AND INDS LTD,10000000.0,20,Oct,2020,OC7875
ESSEL MINING AND INDS LTD,10000000.0,20,Oct,2020,OC7951
ESSEL MINING AND INDS LTD,10000000.0,20,Oct,2020,OC7900
ESSEL MINING AND INDS LTD,10000000.0,20,Oct,2020,OC8031
ESSEL MINING AND INDS LTD,10000000.0,20,Oct,2020,OC8003
ESSEL MINING AND INDS LTD,10000000.0,20,Oct,2020,OC6375
ESSEL MINING AND INDS LTD,10000000.0,20,Oct,2020,OC8000
ESSEL MINING AND INDS LTD,10000000.0,20,Oct,2020,OC7920
GENUS POWER INFRASTRUCTURES LTD,10000000.0,20,Oct,2020,OC3926
GENUS POWER INFRASTRUCTURES LTD,10000000.0,20,Oct,2020,OC3929
GENUS POWER INFRASTRUCTURES LTD,10000000.0,20,Oct,2020,OC749
POONAM AGARWAL,1000.0,20,Oct,2020,OT15103
ULTRATECHCEMENTSLTD,10000000.0,20,Oct,2020,OC7688
ULTRATECHCEMENTSLTD,10000000.0,20,Oct,2020,OC7698
ULTRATECHCEMENTSLTD,10000000.0,20,Oct,2020,OC7686
ULTRATECHCEMENTSLTD,10000000.0,20,Oct,2020,OC7680
ULTRATECHCEMENTSLTD,10000000.0,20,Oct,2020,OC7682
ULTRATECHCEMENTSLTD,10000000.0,20,Oct,2020,OC7684
ULTRATECHCEMENTSLTD,10000000.0,20,Oct,2020,OC7694
ULTRATECHCEMENTSLTD,10000000.0,20,Oct,2020,OC7692
ULTRATECHCEMENTSLTD,10000000.0,20,Oct,2020,OC7696
ULTRATECHCEMENTSLTD,10000000.0,20,Oct,2020,OC7690
FUTURE GAMING AND HOTEL SERVICES PR,10000000.0,21,Oct,2020,OC5761
FUTURE GAMING AND HOTEL SERVICES PR,10000000.0,21,Oct,2020,OC5772
FUTURE GAMING AND HOTEL SERVICES PR,10000000.0,21,Oct,2020,OC5793
FUTURE GAMING AND HOTEL SERVICES PR,10000000.0,21,Oct,2020,OC5776
FUTURE GAMING AND HOTEL SERVICES PR,10000000.0,21,Oct,2020,OC5726
FUTURE GAMING AND HOTEL SERVICES PR,10000000.0,21,Oct,2020,OC5795
FUTURE GAMING AND HOTEL SERVICES PR,10000000.0,21,Oct,2020,OC5769
FUTURE GAMING AND HOTEL SERVICES PR,10000000.0,21,Oct,2020,OC5798
FUTURE GAMING AND HOTEL SERVICES PR,10000000.0,21,Oct,2020,OC5733
FUTURE GAMING AND HOTEL SERVICES PR,10000000.0,21,Oct,2020,OC5739
FUTURE GAMING AND HOTEL SERVICES PR,10000000.0,21,Oct,2020,OC5762
FUTURE GAMING AND HOTEL SERVICES PR,10000000.0,21,Oct,2020,OC5768
FUTURE GAMING AND HOTEL SERVICES PR,10000000.0,21,Oct,2020,OC5777
FUTURE GAMING AND HOTEL SERVICES PR,10000000.0,21,Oct,2020,OC5765
FUTURE GAMING AND HOTEL SERVICES PR,10000000.0,21,Oct,2020,OC5764
FUTURE GAMING AND HOTEL SERVICES PR,10000000.0,21,Oct,2020,OC5794
FUTURE GAMING AND HOTEL SERVICES PR,10000000.0,21,Oct,2020,OC5791
FUTURE GAMING AND HOTEL SERVICES PR,10000000.0,21,Oct,2020,OC5735
FUTURE GAMING AND HOTEL SERVICES PR,10000000.0,21,Oct,2020,OC5778
FUTURE GAMING AND HOTEL SERVICES PR,10000000.0,21,Oct,2020,OC5792
FUTURE GAMING AND HOTEL SERVICES PR,10000000.0,21,Oct,2020,OC5732
FUTURE GAMING AND HOTEL SERVICES PR,10000000.0,21,Oct,2020,OC5759
FUTURE GAMING AND HOTEL SERVICES PR,10000000.0,21,Oct,2020,OC5755
FUTURE GAMING AND HOTEL SERVICES PR,10000000.0,21,Oct,2020,OC5796
FUTURE GAMING AND HOTEL SERVICES PR,10000000.0,21,Oct,2020,OC5797
FUTURE GAMING AND HOTEL SERVICES PR,10000000.0,21,Oct,2020,OC5782
FUTURE GAMING AND HOTEL SERVICES PR,10000000.0,21,Oct,2020,OC5758
FUTURE GAMING AND HOTEL SERVICES PR,10000000.0,21,Oct,2020,OC5781
FUTURE GAMING AND HOTEL SERVICES PR,10000000.0,21,Oct,2020,OC5783
FUTURE GAMING AND HOTEL SERVICES PR,10000000.0,21,Oct,2020,OC5786
FUTURE GAMING AND HOTEL SERVICES PR,10000000.0,21,Oct,2020,OC5730
FUTURE GAMING AND HOTEL SERVICES PR,10000000.0,21,Oct,2020,OC5753
FUTURE GAMING AND HOTEL SERVICES PR,10000000.0,21,Oct,2020,OC5754
FUTURE GAMING AND HOTEL SERVICES PR,10000000.0,21,Oct,2020,OC5766
FUTURE GAMING AND HOTEL SERVICES PR,10000000.0,21,Oct,2020,OC5729
FUTURE GAMING AND HOTEL SERVICES PR,10000000.0,21,Oct,2020,OC5763
FUTURE GAMING AND HOTEL SERVICES PR,10000000.0,21,Oct,2020,OC5800
FUTURE GAMING AND HOTEL SERVICES PR,10000000.0,21,Oct,2020,OC5767
FUTURE GAMING AND HOTEL SERVICES PR,10000000.0,21,Oct,2020,OC5785
FUTURE GAMING AND HOTEL SERVICES PR,10000000.0,21,Oct,2020,OC5788
FUTURE GAMING AND HOTEL SERVICES PR,10000000.0,21,Oct,2020,OC5751
FUTURE GAMING AND HOTEL SERVICES PR,10000000.0,21,Oct,2020,OC5775
FUTURE GAMING AND HOTEL SERVICES PR,10000000.0,21,Oct,2020,OC5736
FUTURE GAMING AND HOTEL SERVICES PR,10000000.0,21,Oct,2020,OC5770
FUTURE GAMING AND HOTEL SERVICES PR,10000000.0,21,Oct,2020,OC5790
FUTURE GAMING AND HOTEL SERVICES PR,10000000.0,21,Oct,2020,OC5799
FUTURE GAMING AND HOTEL SERVICES PR,10000000.0,21,Oct,2020,OC5784
FUTURE GAMING AND HOTEL SERVICES PR,10000000.0,21,Oct,2020,OC5789
FUTURE GAMING AND HOTEL SERVICES PR,10000000.0,21,Oct,2020,OC5752
FUTURE GAMING AND HOTEL SERVICES PR,10000000.0,21,Oct,2020,OC5773
FUTURE GAMING AND HOTEL SERVICES PR,10000000.0,21,Oct,2020,OC5760
FUTURE GAMING AND HOTEL SERVICES PR,10000000.0,21,Oct,2020,OC5780
FUTURE GAMING AND HOTEL SERVICES PR,10000000.0,21,Oct,2020,OC5727
FUTURE GAMING AND HOTEL SERVICES PR,10000000.0,21,Oct,2020,OC5774
FUTURE GAMING AND HOTEL SERVICES PR,10000000.0,21,Oct,2020,OC5779
FUTURE GAMING AND HOTEL SERVICES PR,10000000.0,21,Oct,2020,OC5738
FUTURE GAMING AND HOTEL SERVICES PR,10000000.0,21,Oct,2020,OC5757
FUTURE GAMING AND HOTEL SERVICES PR,10000000.0,21,Oct,2020,OC5756
FUTURE GAMING AND HOTEL SERVICES PR,10000000.0,21,Oct,2020,OC5787
FUTURE GAMING AND HOTEL SERVICES PR,10000000.0,21,Oct,2020,OC5771
GRASIM INDUSTRIES LTD,10000000.0,21,Oct,2020,OC7689
GRASIM INDUSTRIES LTD,10000000.0,21,Oct,2020,OC7687
GRASIM INDUSTRIES LTD,10000000.0,21,Oct,2020,OC7693
GRASIM INDUSTRIES LTD,10000000.0,21,Oct,2020,OC7691
GRASIM INDUSTRIES LTD,10000000.0,21,Oct,2020,OC7776
GRASIM INDUSTRIES LTD,10000000.0,21,Oct,2020,OC7699
GRASIM INDUSTRIES LTD,10000000.0,21,Oct,2020,OC7778
GRASIM INDUSTRIES LTD,10000000.0,21,Oct,2020,OC7685
GRASIM INDUSTRIES LTD,10000000.0,21,Oct,2020,OC7697
GRASIM INDUSTRIES LTD,10000000.0,21,Oct,2020,OC7695
SHREE CEMENT LTD,10000000.0,21,Oct,2020,OC3927
SHREE CEMENT LTD,10000000.0,21,Oct,2020,OC3930
UTKAL ALUMINA INTERNATIONAL LTD,10000000.0,21,Oct,2020,OC7791
UTKAL ALUMINA INTERNATIONAL LTD,10000000.0,21,Oct,2020,OC7779
UTKAL ALUMINA INTERNATIONAL LTD,10000000.0,21,Oct,2020,OC7795
UTKAL ALUMINA INTERNATIONAL LTD,10000000.0,21,Oct,2020,OC7787
UTKAL ALUMINA INTERNATIONAL LTD,10000000.0,21,Oct,2020,OC7793
UTKAL ALUMINA INTERNATIONAL LTD,10000000.0,21,Oct,2020,OC7789
UTKAL ALUMINA INTERNATIONAL LTD,10000000.0,21,Oct,2020,OC7785
UTKAL ALUMINA INTERNATIONAL LTD,10000000.0,21,Oct,2020,OC7777
UTKAL ALUMINA INTERNATIONAL LTD,10000000.0,21,Oct,2020,OC7781
UTKAL ALUMINA INTERNATIONAL LTD,10000000.0,21,Oct,2020,OC7783
HARINAGAR SUGAR MILLS LTD,1000000.0,22,Oct,2020,TL3005
HARINAGAR SUGAR MILLS LTD,1000000.0,22,Oct,2020,TL3009
HARINAGAR SUGAR MILLS LTD,1000000.0,22,Oct,2020,TL3007
HARINAGAR SUGAR MILLS LTD,1000000.0,22,Oct,2020,TL3001
HARINAGAR SUGAR MILLS LTD,1000000.0,22,Oct,2020,TL3003
HARINAGAR SUGAR MILLS LTD,1000000.0,22,Oct,2020,TL3011
HARINAGAR SUGAR MILLS LTD,1000000.0,22,Oct,2020,TL3015
HARINAGAR SUGAR MILLS LTD,1000000.0,22,Oct,2020,TL3013
MS S N MOHANTY,10000000.0,22,Oct,2020,OC4745
MS S N MOHANTY,10000000.0,22,Oct,2020,OC4739
MS S N MOHANTY,10000000.0,22,Oct,2020,OC4747
MS S N MOHANTY,10000000.0,22,Oct,2020,OC4741
MS S N MOHANTY,10000000.0,22,Oct,2020,OC4751
MS S N MOHANTY,10000000.0,22,Oct,2020,OC4749
MS S N MOHANTY,10000000.0,22,Oct,2020,OC4737
MS S N MOHANTY,10000000.0,22,Oct,2020,OC4743
ARDENT STEEL LIMITED,10000000.0,23,Oct,2020,OC4754
ARDENT STEEL LIMITED,10000000.0,23,Oct,2020,OC4750
ARDENT STEEL LIMITED,10000000.0,23,Oct,2020,OC4752
ARDENT STEEL LIMITED,10000000.0,23,Oct,2020,OC4748
G R INFRAPROJECTS L,10000000.0,23,Oct,2020,OC8192
G R INFRAPROJECTS L,10000000.0,23,Oct,2020,OC8194
G R INFRAPROJECTS L,10000000.0,23,Oct,2020,OC8190
G R INFRAPROJECTS L,10000000.0,23,Oct,2020,OC8188
G R INFRAPROJECTS L,10000000.0,23,Oct,2020,OC8196
MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000.0,23,Oct,2020,OC6840
MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000.0,23,Oct,2020,OC6844
MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000.0,23,Oct,2020,OC6850
MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000.0,23,Oct,2020,OC6838
MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000.0,23,Oct,2020,OC6842
MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000.0,23,Oct,2020,OC6846
MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000.0,23,Oct,2020,OC6832
MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000.0,23,Oct,2020,OC6848
MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000.0,23,Oct,2020,OC6836
MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000.0,23,Oct,2020,OC6834
RATNAMANI METALS AND TUBES LTD,10000000.0,23,Oct,2020,OC3894
RATNAMANI METALS AND TUBES LTD,1000000.0,23,Oct,2020,TL959
RATNAMANI METALS AND TUBES LTD,1000000.0,23,Oct,2020,TL943
RATNAMANI METALS AND TUBES LTD,1000000.0,23,Oct,2020,TL953
RATNAMANI METALS AND TUBES LTD,1000000.0,23,Oct,2020,TL949
RATNAMANI METALS AND TUBES LTD,1000000.0,23,Oct,2020,TL962
FUTURE GAMING AND HOTEL SERVICES PR,10000000.0,27,Oct,2020,OC9004
FUTURE GAMING AND HOTEL SERVICES PR,10000000.0,27,Oct,2020,OC9106
FUTURE GAMING AND HOTEL SERVICES PR,10000000.0,27,Oct,2020,OC8962
FUTURE GAMING AND HOTEL SERVICES PR,10000000.0,27,Oct,2020,OC9084
FUTURE GAMING AND HOTEL SERVICES PR,10000000.0,27,Oct,2020,OC8986
FUTURE GAMING AND HOTEL SERVICES PR,10000000.0,27,Oct,2020,OC9124
FUTURE GAMING AND HOTEL SERVICES PR,10000000.0,27,Oct,2020,OC9036
FUTURE GAMING AND HOTEL SERVICES PR,10000000.0,27,Oct,2020,OC9098
FUTURE GAMING AND HOTEL SERVICES PR,10000000.0,27,Oct,2020,OC9074
FUTURE GAMING AND HOTEL SERVICES PR,10000000.0,27,Oct,2020,OC9006
FUTURE GAMING AND HOTEL SERVICES PR,10000000.0,27,Oct,2020,OC9020
FUTURE GAMING AND HOTEL SERVICES PR,10000000.0,27,Oct,2020,OC9112
FUTURE GAMING AND HOTEL SERVICES PR,10000000.0,27,Oct,2020,OC8966
FUTURE GAMING AND HOTEL SERVICES PR,10000000.0,27,Oct,2020,OC9010
FUTURE GAMING AND HOTEL SERVICES PR,10000000.0,27,Oct,2020,OC9002
FUTURE GAMING AND HOTEL SERVICES PR,10000000.0,27,Oct,2020,OC9018
FUTURE GAMING AND HOTEL SERVICES PR,10000000.0,27,Oct,2020,OC9120
FUTURE GAMING AND HOTEL SERVICES PR,10000000.0,27,Oct,2020,OC9080
FUTURE GAMING AND HOTEL SERVICES PR,10000000.0,27,Oct,2020,OC9114
FUTURE GAMING AND HOTEL SERVICES PR,10000000.0,27,Oct,2020,OC9022
FUTURE GAMING AND HOTEL SERVICES PR,10000000.0,27,Oct,2020,OC9040
FUTURE GAMING AND HOTEL SERVICES PR,10000000.0,27,Oct,2020,OC8960
FUTURE GAMING AND HOTEL SERVICES PR,10000000.0,27,Oct,2020,OC8976
FUTURE GAMING AND HOTEL SERVICES PR,10000000.0,27,Oct,2020,OC9012
FUTURE GAMING AND HOTEL SERVICES PR,10000000.0,27,Oct,2020,OC8964
FUTURE GAMING AND HOTEL SERVICES PR,10000000.0,27,Oct,2020,OC8968
FUTURE GAMING AND HOTEL SERVICES PR,10000000.0,27,Oct,2020,OC9102
FUTURE GAMING AND HOTEL SERVICES PR,10000000.0,27,Oct,2020,OC9014
FUTURE GAMING AND HOTEL SERVICES PR,10000000.0,27,Oct,2020,OC9016
FUTURE GAMING AND HOTEL SERVICES PR,10000000.0,27,Oct,2020,OC8992
FUTURE GAMING AND HOTEL SERVICES PR,10000000.0,27,Oct,2020,OC9034
FUTURE GAMING AND HOTEL SERVICES PR,10000000.0,27,Oct,2020,OC9110
FUTURE GAMING AND HOTEL SERVICES PR,10000000.0,27,Oct,2020,OC9028
FUTURE GAMING AND HOTEL SERVICES PR,10000000.0,27,Oct,2020,OC9088
FUTURE GAMING AND HOTEL SERVICES PR,10000000.0,27,Oct,2020,OC9090
FUTURE GAMING AND HOTEL SERVICES PR,10000000.0,27,Oct,2020,OC9096
FUTURE GAMING AND HOTEL SERVICES PR,10000000.0,27,Oct,2020,OC8952
FUTURE GAMING AND HOTEL SERVICES PR,10000000.0,27,Oct,2020,OC9060
FUTURE GAMING AND HOTEL SERVICES PR,10000000.0,27,Oct,2020,OC9082
FUTURE GAMING AND HOTEL SERVICES PR,10000000.0,27,Oct,2020,OC8988
FUTURE GAMING AND HOTEL SERVICES PR,10000000.0,27,Oct,2020,OC8994
FUTURE GAMING AND HOTEL SERVICES PR,10000000.0,27,Oct,2020,OC9044
FUTURE GAMING AND HOTEL SERVICES PR,10000000.0,27,Oct,2020,OC9104
FUTURE GAMING AND HOTEL SERVICES PR,10000000.0,27,Oct,2020,OC9038
FUTURE GAMING AND HOTEL SERVICES PR,10000000.0,27,Oct,2020,OC9078
FUTURE GAMING AND HOTEL SERVICES PR,10000000.0,27,Oct,2020,OC9032
FUTURE GAMING AND HOTEL SERVICES PR,10000000.0,27,Oct,2020,OC9130
FUTURE GAMING AND HOTEL SERVICES PR,10000000.0,27,Oct,2020,OC9064
FUTURE GAMING AND HOTEL SERVICES PR,10000000.0,27,Oct,2020,OC9122
FUTURE GAMING AND HOTEL SERVICES PR,10000000.0,27,Oct,2020,OC9052
FUTURE GAMING AND HOTEL SERVICES PR,10000000.0,27,Oct,2020,OC8996
FUTURE GAMING AND HOTEL SERVICES PR,10000000.0,27,Oct,2020,OC9026
FUTURE GAMING AND HOTEL SERVICES PR,10000000.0,27,Oct,2020,OC9118
FUTURE GAMING AND HOTEL SERVICES PR,10000000.0,27,Oct,2020,OC9030
FUTURE GAMING AND HOTEL SERVICES PR,10000000.0,27,Oct,2020,OC9116
FUTURE GAMING AND HOTEL SERVICES PR,10000000.0,27,Oct,2020,OC9070
FUTURE GAMING AND HOTEL SERVICES PR,10000000.0,27,Oct,2020,OC8984
FUTURE GAMING AND HOTEL SERVICES PR,10000000.0,27,Oct,2020,OC9048
FUTURE GAMING AND HOTEL SERVICES PR,10000000.0,27,Oct,2020,OC9062
FUTURE GAMING AND HOTEL SERVICES PR,10000000.0,27,Oct,2020,OC9086
FUTURE GAMING AND HOTEL SERVICES PR,10000000.0,27,Oct,2020,OC8970
FUTURE GAMING AND HOTEL SERVICES PR,10000000.0,27,Oct,2020,OC9008
FUTURE GAMING AND HOTEL SERVICES PR,10000000.0,27,Oct,2020,OC9024
FUTURE GAMING AND HOTEL SERVICES PR,10000000.0,27,Oct,2020,OC9072
FUTURE GAMING AND HOTEL SERVICES PR,10000000.0,27,Oct,2020,OC9066
FUTURE GAMING AND HOTEL SERVICES PR,10000000.0,27,Oct,2020,OC8974
FUTURE GAMING AND HOTEL SERVICES PR,10000000.0,27,Oct,2020,OC8958
FUTURE GAMING AND HOTEL SERVICES PR,10000000.0,27,Oct,2020,OC9042
FUTURE GAMING AND HOTEL SERVICES PR,10000000.0,27,Oct,2020,OC8956
FUTURE GAMING AND HOTEL SERVICES PR,10000000.0,27,Oct,2020,OC8998
FUTURE GAMING AND HOTEL SERVICES PR,10000000.0,27,Oct,2020,OC9050
FUTURE GAMING AND HOTEL SERVICES PR,10000000.0,27,Oct,2020,OC9092
FUTURE GAMING AND HOTEL SERVICES PR,10000000.0,27,Oct,2020,OC9056
FUTURE GAMING AND HOTEL SERVICES PR,10000000.0,27,Oct,2020,OC9068
FUTURE GAMING AND HOTEL SERVICES PR,10000000.0,27,Oct,2020,OC9100
FUTURE GAMING AND HOTEL SERVICES PR,10000000.0,27,Oct,2020,OC8982
FUTURE GAMING AND HOTEL SERVICES PR,10000000.0,27,Oct,2020,OC9000
FUTURE GAMING AND HOTEL SERVICES PR,10000000.0,27,Oct,2020,OC9058
FUTURE GAMING AND HOTEL SERVICES PR,10000000.0,27,Oct,2020,OC8972
